UserID,ItemID,ProductCategory,Rating,Price,InteractionType,Timestamp
103,AVphzgbJLJeJML43fA0o,electronics,7,1714.95,click,2025-08-16T15:40:16.877824
436,AVpgMuGwLJeJML43KY_c,electronics,4,3601.04,view,2025-08-16T15:40:16.877926
861,AVpgMuGwLJeJML43KY_c,electronics,2,766.01,purchase,2025-08-16T15:40:16.877984
271,AVpgMuGwLJeJML43KY_c,electronics,2,2547.4,view,2025-08-16T15:40:16.878027
107,AVpgMuGwLJeJML43KY_c,electronics,2,551.91,click,2025-08-16T15:40:16.878066
72,AVpgMuGwLJeJML43KY_c,electronics,4,4848.52,click,2025-08-16T15:40:16.878106
701,AVpgMuGwLJeJML43KY_c,electronics,7,4752.48,purchase,2025-08-16T15:40:16.878144
21,AVpgMuGwLJeJML43KY_c,electronics,2,1605.32,click,2025-08-16T15:40:16.878182
615,AVpgMuGwLJeJML43KY_c,electronics,10,2021.68,view,2025-08-16T15:40:16.878218
122,AVpgMuGwLJeJML43KY_c,electronics,8,291.26,view,2025-08-16T15:40:16.878255
467,AVpgMuGwLJeJML43KY_c,electronics,10,2234.91,click,2025-08-16T15:40:16.878290
215,AVpgMuGwLJeJML43KY_c,electronics,3,3105.52,click,2025-08-16T15:40:16.878327
331,AVpgMuGwLJeJML43KY_c,electronics,10,1470.86,purchase,2025-08-16T15:40:16.878362
459,AVpe9FXeLJeJML43zHrq,electronics,5,3580.13,view,2025-08-16T15:40:16.878398
88,AVpe9FXeLJeJML43zHrq,electronics,4,267,view,2025-08-16T15:40:16.878438
373,AVpe9FXeLJeJML43zHrq,electronics,7,3481.8,click,2025-08-16T15:40:16.878477
100,AVpe9FXeLJeJML43zHrq,electronics,1,1271.53,view,2025-08-16T15:40:16.878512
872,AVpe9FXeLJeJML43zHrq,electronics,8,1095.31,view,2025-08-16T15:40:16.878548
664,AVpfVJXu1cnluZ0-iwTT,electronics,5,2627.74,purchase,2025-08-16T15:40:16.878587
131,AVpfVJXu1cnluZ0-iwTT,electronics,3,2089.97,click,2025-08-16T15:40:16.878626
662,AVpfVJXu1cnluZ0-iwTT,electronics,4,3167.28,view,2025-08-16T15:40:16.878664
309,AVpfVJXu1cnluZ0-iwTT,electronics,7,2044.74,click,2025-08-16T15:40:16.878705
770,AVpfVJXu1cnluZ0-iwTT,electronics,9,4379.57,purchase,2025-08-16T15:40:16.878743
344,AVphUeKeilAPnD_x3-Be,electronics,8,729.73,view,2025-08-16T15:40:16.878780
492,AVphUeKeilAPnD_x3-Be,electronics,8,102.9,view,2025-08-16T15:40:16.878815
414,AVphUeKeilAPnD_x3-Be,electronics,2,3549.74,purchase,2025-08-16T15:40:16.878850
806,AVphUeKeilAPnD_x3-Be,electronics,7,2068.02,click,2025-08-16T15:40:16.878885
386,AVphUeKeilAPnD_x3-Be,electronics,9,3793.02,purchase,2025-08-16T15:40:16.878920
192,AVpi6aLv1cnluZ0-Rv8A,electronics,5,702.42,click,2025-08-16T15:40:16.878956
956,AVpi6aLv1cnluZ0-Rv8A,electronics,5,4289.93,click,2025-08-16T15:40:16.878997
277,AVpi6aLv1cnluZ0-Rv8A,electronics,6,1324.38,view,2025-08-16T15:40:16.879035
161,AVpi6aLv1cnluZ0-Rv8A,electronics,6,2029.83,click,2025-08-16T15:40:16.879124
460,AVpi6aLv1cnluZ0-Rv8A,electronics,10,3785.67,view,2025-08-16T15:40:16.879172
314,AVpf0Nyo1cnluZ0-rzhu,electronics,1,3931.27,view,2025-08-16T15:40:16.879208
22,AVpf0Nyo1cnluZ0-rzhu,electronics,1,3803.66,view,2025-08-16T15:40:16.879245
253,AVpf0Nyo1cnluZ0-rzhu,electronics,7,939.99,view,2025-08-16T15:40:16.879281
748,AVpf0Nyo1cnluZ0-rzhu,electronics,4,1604.82,view,2025-08-16T15:40:16.879316
857,AVpf0Nyo1cnluZ0-rzhu,electronics,8,4550.5,view,2025-08-16T15:40:16.879351
561,AWOpOCd2YSSHbkXw07ei,electronics,4,3568.11,purchase,2025-08-16T15:40:16.879386
475,AWOpOCd2YSSHbkXw07ei,electronics,1,4649.04,view,2025-08-16T15:40:16.879423
59,AV2Z1Efc-jtxr-f39lm6,electronics,3,2921.7,purchase,2025-08-16T15:40:16.879459
511,AV2Z1Efc-jtxr-f39lm6,electronics,5,4558.57,purchase,2025-08-16T15:40:16.879495
682,AV2Z1Efc-jtxr-f39lm6,electronics,4,1457.87,click,2025-08-16T15:40:16.879529
476,AV2Z1Efc-jtxr-f39lm6,electronics,7,1345.99,purchase,2025-08-16T15:40:16.879562
700,AV2Z1Efc-jtxr-f39lm6,electronics,3,4423.08,view,2025-08-16T15:40:16.879597
976,AV2Z1Efc-jtxr-f39lm6,electronics,1,2090.6,view,2025-08-16T15:40:16.879632
783,AV2Z1Efc-jtxr-f39lm6,electronics,7,3273.41,click,2025-08-16T15:40:16.879670
190,AV2Z1Efc-jtxr-f39lm6,electronics,8,3396.8,purchase,2025-08-16T15:40:16.879708
958,AV2Z1Efc-jtxr-f39lm6,electronics,3,4730.53,click,2025-08-16T15:40:16.879743
687,AVpgNkVc1cnluZ0-yJB6,electronics,5,3128.71,click,2025-08-16T15:40:16.879779
958,AVpgNkVc1cnluZ0-yJB6,electronics,5,4720.98,view,2025-08-16T15:40:16.879814
563,AVpgNkVc1cnluZ0-yJB6,electronics,9,1047.7,click,2025-08-16T15:40:16.879849
876,AVpgNkVc1cnluZ0-yJB6,electronics,3,2755.75,purchase,2025-08-16T15:40:16.879885
567,AVpgNkVc1cnluZ0-yJB6,electronics,6,4458.19,view,2025-08-16T15:40:16.879921
244,AVpgNkVc1cnluZ0-yJB6,electronics,10,2072.55,click,2025-08-16T15:40:16.879955
832,AVpgNkVc1cnluZ0-yJB6,electronics,10,250.47,purchase,2025-08-16T15:40:16.879998
505,AVpgNkVc1cnluZ0-yJB6,electronics,2,4398.84,view,2025-08-16T15:40:16.880038
131,AVpgNkVc1cnluZ0-yJB6,electronics,6,3974.35,view,2025-08-16T15:40:16.880077
485,AVpgGPyq1cnluZ0-wbTJ,electronics,10,1620.65,view,2025-08-16T15:40:16.880113
819,AVpgGPyq1cnluZ0-wbTJ,electronics,9,3191.41,view,2025-08-16T15:40:16.880148
647,AWACBprXKZqtpbFMVBZo,electronics,2,3052.44,purchase,2025-08-16T15:40:16.880183
21,AWACBprXKZqtpbFMVBZo,electronics,1,1863.56,click,2025-08-16T15:40:16.880223
841,AWACBprXKZqtpbFMVBZo,electronics,4,4665.13,click,2025-08-16T15:40:16.880261
167,AWACBprXKZqtpbFMVBZo,electronics,6,3905.47,purchase,2025-08-16T15:40:16.880296
274,AWACBprXKZqtpbFMVBZo,electronics,4,1515.15,click,2025-08-16T15:40:16.880333
388,AWACBprXKZqtpbFMVBZo,electronics,2,4494.62,view,2025-08-16T15:40:16.880373
601,AVpfVI9wilAPnD_xZxH-,electronics,9,3259.46,purchase,2025-08-16T15:40:16.880411
316,AVpfVI9wilAPnD_xZxH-,electronics,1,1342.22,view,2025-08-16T15:40:16.880446
14,AVpfVI9wilAPnD_xZxH-,electronics,10,3129.45,view,2025-08-16T15:40:16.880489
242,AVpfVI9wilAPnD_xZxH-,electronics,4,3772.75,purchase,2025-08-16T15:40:16.880526
777,AVpfVI9wilAPnD_xZxH-,electronics,7,4876.01,view,2025-08-16T15:40:16.880564
346,AVpfVI9wilAPnD_xZxH-,electronics,10,3359.78,view,2025-08-16T15:40:16.880603
565,AVpfVI9wilAPnD_xZxH-,electronics,3,2889.57,view,2025-08-16T15:40:16.880642
898,AVpi9AE_LJeJML43qkYJ,electronics,10,3542.4,purchase,2025-08-16T15:40:16.880679
340,AVpi9AE_LJeJML43qkYJ,electronics,1,1011.74,click,2025-08-16T15:40:16.880714
92,AVpi9AE_LJeJML43qkYJ,electronics,1,1719.58,click,2025-08-16T15:40:16.880748
