UserID,ItemID,ProductCategory,Rating,Price,InteractionType,Timestamp,user_idx,item_idx,interaction_idx
103,15796,Kids,7," 1,714.95 ",click,2025-08-16T15:40:16.877824,102,2282,0
436,861,Desktop,4," 3,601.04 ",view,2025-08-16T15:40:16.877926,435,133,2
861,76821,Home-furniture,2, 766.01 ,purchase,2025-08-16T15:40:16.877984,860,10852,1
271,54887,Women-fashion,2," 2,547.40 ",view,2025-08-16T15:40:16.878027,270,7773,2
107,6266,Kids,2, 551.91 ,click,2025-08-16T15:40:16.878066,106,933,0
72,82387,Smart-watch,4," 4,848.52 ",click,2025-08-16T15:40:16.878106,71,11622,0
701,37195,Laptop,7," 4,752.48 ",purchase,2025-08-16T15:40:16.878144,700,5356,1
21,87499,Kids,2," 1,605.32 ",click,2025-08-16T15:40:16.878182,20,12377,0
615,44132,Home-furniture,10," 2,021.68 ",view,2025-08-16T15:40:16.878218,614,6275,2
122,60264,Women-fashion,8, 291.26 ,view,2025-08-16T15:40:16.878255,121,8544,2
467,16024,Desktop,10," 2,234.91 ",click,2025-08-16T15:40:16.878290,466,2313,0
215,41091,Home-furniture,3," 3,105.52 ",click,2025-08-16T15:40:16.878327,214,5878,0
331,67222,Home-furniture,10," 1,470.86 ",purchase,2025-08-16T15:40:16.878362,330,9506,1
459,64821,Laptop,5," 3,580.13 ",view,2025-08-16T15:40:16.878398,458,9170,2
88,770,Men-fashion,4, 267.00 ,view,2025-08-16T15:40:16.878438,87,119,2
373,59736,Women-fashion,7," 3,481.80 ",click,2025-08-16T15:40:16.878477,372,8467,0
100,62956,Tablet,1," 1,271.53 ",view,2025-08-16T15:40:16.878512,99,8925,2
872,64926,Home-furniture,8," 1,095.31 ",view,2025-08-16T15:40:16.878548,871,9183,2
664,67970,Men-fashion,5," 2,627.74 ",purchase,2025-08-16T15:40:16.878587,663,9611,1
131,5312,Tablet,3," 2,089.97 ",click,2025-08-16T15:40:16.878626,130,788,0
662,83105,Women-fashion,4," 3,167.28 ",view,2025-08-16T15:40:16.878664,661,11726,2
309,53708,Mobile-phone,7," 2,044.74 ",click,2025-08-16T15:40:16.878705,308,7621,0
770,85306,Smart-watch,9," 4,379.57 ",purchase,2025-08-16T15:40:16.878743,769,12033,1
344,28694,Men-fashion,8, 729.73 ,view,2025-08-16T15:40:16.878780,343,4157,2
492,71933,Smart-TV,8, 102.90 ,view,2025-08-16T15:40:16.878815,491,10150,2
414,93017,Mobile-phone,2," 3,549.74 ",purchase,2025-08-16T15:40:16.878850,413,13160,1
806,25659,Smart-watch,7," 2,068.02 ",click,2025-08-16T15:40:16.878885,805,3699,0
386,84479,Laptop,9," 3,793.02 ",purchase,2025-08-16T15:40:16.878920,385,11918,1
192,18432,Kids,5, 702.42 ,click,2025-08-16T15:40:16.878956,191,2662,0
956,2748,Desktop,5," 4,289.93 ",click,2025-08-16T15:40:16.878997,955,419,0
277,59151,Smart-TV,6," 1,324.38 ",view,2025-08-16T15:40:16.879035,276,8400,2
161,65726,Laptop,6," 2,029.83 ",click,2025-08-16T15:40:16.879124,160,9297,0
460,84655,Women-fashion,10," 3,785.67 ",view,2025-08-16T15:40:16.879172,459,11941,2
314,35774,Laptop,1," 3,931.27 ",view,2025-08-16T15:40:16.879208,313,5148,2
22,67436,Kids,1," 3,803.66 ",view,2025-08-16T15:40:16.879245,21,9534,2
253,56887,Women-fashion,7, 939.99 ,view,2025-08-16T15:40:16.879281,252,8094,2
748,66804,Smart-TV,4," 1,604.82 ",view,2025-08-16T15:40:16.879316,747,9455,2
857,31552,Kids,8," 4,550.50 ",view,2025-08-16T15:40:16.879351,856,4548,2
561,11395,Tablet,4," 3,568.11 ",purchase,2025-08-16T15:40:16.879386,560,1688,1
475,69093,Desktop,1," 4,649.04 ",view,2025-08-16T15:40:16.879423,474,9756,2
59,3891,Smart-TV,3," 2,921.70 ",purchase,2025-08-16T15:40:16.879459,58,591,1
511,41607,Tablet,5," 4,558.57 ",purchase,2025-08-16T15:40:16.879495,510,5932,1
682,96277,Smart-watch,4," 1,457.87 ",click,2025-08-16T15:40:16.879529,681,13650,0
476,80039,Smart-TV,7," 1,345.99 ",purchase,2025-08-16T15:40:16.879562,475,11313,1
700,87314,Smart-watch,3," 4,423.08 ",view,2025-08-16T15:40:16.879597,699,12344,2
976,10628,Women-fashion,1," 2,090.60 ",view,2025-08-16T15:40:16.879632,975,1551,2
783,8793,Tablet,7," 3,273.41 ",click,2025-08-16T15:40:16.879670,782,1293,0
190,73970,Desktop,8," 3,396.80 ",purchase,2025-08-16T15:40:16.879708,189,10441,1
958,43002,Kids,3," 4,730.53 ",click,2025-08-16T15:40:16.879743,957,6133,0
687,76553,Home-furniture,5," 3,128.71 ",click,2025-08-16T15:40:16.879779,686,10817,0
958,23898,Laptop,5," 4,720.98 ",view,2025-08-16T15:40:16.879814,957,3457,2
563,68149,Mobile-phone,9," 1,047.70 ",click,2025-08-16T15:40:16.879849,562,9633,0
876,23484,Desktop,3," 2,755.75 ",purchase,2025-08-16T15:40:16.879885,875,3398,1
567,48556,Tablet,6," 4,458.19 ",view,2025-08-16T15:40:16.879921,566,6909,2
244,17160,Home-furniture,10," 2,072.55 ",click,2025-08-16T15:40:16.879955,243,2488,0
832,80078,Desktop,10, 250.47 ,purchase,2025-08-16T15:40:16.879998,831,11320,1
505,35921,Tablet,2," 4,398.84 ",view,2025-08-16T15:40:16.880038,504,5168,2
131,92068,Men-fashion,6," 3,974.35 ",view,2025-08-16T15:40:16.880077,130,13039,2
485,67122,Men-fashion,10," 1,620.65 ",view,2025-08-16T15:40:16.880113,484,9493,2
819,69480,Smart-watch,9," 3,191.41 ",view,2025-08-16T15:40:16.880148,818,9810,2
647,89476,Desktop,2," 3,052.44 ",purchase,2025-08-16T15:40:16.880183,646,12668,1
21,19458,Men-fashion,1," 1,863.56 ",click,2025-08-16T15:40:16.880223,20,2801,0
841,66558,Tablet,4," 4,665.13 ",click,2025-08-16T15:40:16.880261,840,9416,0
167,77190,Smart-watch,6," 3,905.47 ",purchase,2025-08-16T15:40:16.880296,166,10905,1
274,78954,Tablet,4," 1,515.15 ",click,2025-08-16T15:40:16.880333,273,11160,0
388,52996,Smart-watch,2," 4,494.62 ",view,2025-08-16T15:40:16.880373,387,7536,2
601,40758,Desktop,9," 3,259.46 ",purchase,2025-08-16T15:40:16.880411,600,5837,1
316,9693,Home-furniture,1," 1,342.22 ",view,2025-08-16T15:40:16.880446,315,1416,2
14,45759,Kids,10," 3,129.45 ",view,2025-08-16T15:40:16.880489,13,6507,2
242,72410,Smart-TV,4," 3,772.75 ",purchase,2025-08-16T15:40:16.880526,241,10221,1
777,71212,Home-furniture,7," 4,876.01 ",view,2025-08-16T15:40:16.880564,776,10050,2
346,65698,Women-fashion,10," 3,359.78 ",view,2025-08-16T15:40:16.880603,345,9295,2
565,37066,Tablet,3," 2,889.57 ",view,2025-08-16T15:40:16.880642,564,5333,2
898,92094,Women-fashion,10," 3,542.40 ",purchase,2025-08-16T15:40:16.880679,897,13044,1
340,99300,Home-furniture,1," 1,011.74 ",click,2025-08-16T15:40:16.880714,339,14062,0
92,32607,Smart-watch,1," 1,719.58 ",click,2025-08-16T15:40:16.880748,91,4693,0
367,11535,Smart-TV,5," 3,916.26 ",click,2025-08-16T15:40:16.880783,366,1704,0
956,94664,Smart-TV,7," 4,087.78 ",click,2025-08-16T15:40:16.880824,955,13415,0
455,40398,Mobile-phone,5," 3,156.19 ",purchase,2025-08-16T15:40:16.880857,454,5792,1
428,91388,Smart-TV,6," 3,895.89 ",purchase,2025-08-16T15:40:16.880891,427,12943,1
509,1017,Kids,8," 4,536.05 ",view,2025-08-16T15:40:16.880926,508,159,2
776,89790,Smart-TV,7," 3,201.90 ",purchase,2025-08-16T15:40:16.880960,775,12709,1
943,55592,Home-furniture,7," 1,193.30 ",purchase,2025-08-16T15:40:16.880993,942,7882,1
35,89813,Mobile-phone,9," 1,374.61 ",click,2025-08-16T15:40:16.881026,34,12713,0
206,23248,Home-furniture,7," 4,442.94 ",click,2025-08-16T15:40:16.881060,205,3351,0
81,24301,Home-furniture,6," 4,539.36 ",click,2025-08-16T15:40:16.881093,80,3520,0
932,74066,Laptop,2, 877.36 ,view,2025-08-16T15:40:16.881127,931,10454,2
562,82799,Mobile-phone,3," 3,718.29 ",click,2025-08-16T15:40:16.881173,561,11674,0
872,9269,Home-furniture,9," 3,458.71 ",purchase,2025-08-16T15:40:16.881210,871,1351,1
388,86808,Laptop,3," 2,331.79 ",click,2025-08-16T15:40:16.881243,387,12272,0
2,12186,Laptop,4," 2,042.71 ",click,2025-08-16T15:40:16.881280,1,1795,0
390,63705,Mobile-phone,10," 2,694.36 ",click,2025-08-16T15:40:16.881315,389,9023,0
566,86780,Women-fashion,5," 2,877.62 ",view,2025-08-16T15:40:16.881348,565,12265,2
106,39100,Smart-watch,9, 800.38 ,view,2025-08-16T15:40:16.881387,105,5625,2
772,8572,Kids,7, 807.08 ,view,2025-08-16T15:40:16.881973,771,1261,2
822,38045,Smart-watch,3," 4,904.43 ",view,2025-08-16T15:40:16.882068,821,5474,2
477,51215,Smart-TV,3," 2,496.33 ",purchase,2025-08-16T15:40:16.882117,476,7314,1
703,61229,Kids,8," 1,033.93 ",view,2025-08-16T15:40:16.882162,702,8657,2
402,48985,Smart-TV,4," 3,464.92 ",view,2025-08-16T15:40:16.882347,401,6974,2
730,40775,Home-furniture,4," 1,692.40 ",view,2025-08-16T15:40:16.882435,729,5841,2
556,2569,Tablet,8," 2,008.93 ",click,2025-08-16T15:40:16.882479,555,395,0
162,62593,Mobile-phone,9," 2,202.39 ",purchase,2025-08-16T15:40:16.882525,161,8871,1
202,67564,Kids,1," 4,679.24 ",click,2025-08-16T15:40:16.882564,201,9553,0
958,2696,Kids,8, 632.74 ,purchase,2025-08-16T15:40:16.882601,957,412,1
996,48191,Home-furniture,4," 4,189.88 ",click,2025-08-16T15:40:16.882638,995,6860,0
270,5259,Women-fashion,8," 3,402.54 ",purchase,2025-08-16T15:40:16.882674,269,783,1
863,87539,Laptop,6," 3,227.07 ",click,2025-08-16T15:40:16.882711,862,12383,0
816,39505,Home-furniture,1," 3,859.33 ",click,2025-08-16T15:40:16.882746,815,5683,0
271,33160,Men-fashion,5," 3,404.18 ",view,2025-08-16T15:40:16.882782,270,4767,2
456,13987,Laptop,3," 1,032.28 ",purchase,2025-08-16T15:40:16.882826,455,2035,1
462,61859,Mobile-phone,4," 3,201.93 ",purchase,2025-08-16T15:40:16.882863,461,8766,1
727,12667,Laptop,1," 4,946.59 ",purchase,2025-08-16T15:40:16.882897,726,1856,1
252,38661,Women-fashion,6," 2,542.41 ",click,2025-08-16T15:40:16.882933,251,5568,0
702,3562,Laptop,5," 4,577.79 ",view,2025-08-16T15:40:16.882969,701,534,2
