UserID,ItemID,ProductCategory,Rating,Price,InteractionType,Timestamp
103,15796,Kids,7,1714.95,click,2025-08-16T15:40:16.877824
436,861,Desktop,4,3601.04,view,2025-08-16T15:40:16.877926
861,76821,Home-furniture,2,766.01,purchase,2025-08-16T15:40:16.877984
271,54887,Women-fashion,2,2547.4,view,2025-08-16T15:40:16.878027
107,6266,Kids,2,551.91,click,2025-08-16T15:40:16.878066
72,82387,Smart-watch,4,4848.52,click,2025-08-16T15:40:16.878106
701,37195,Laptop,7,4752.48,purchase,2025-08-16T15:40:16.878144
21,87499,Kids,2,1605.32,click,2025-08-16T15:40:16.878182
615,44132,Home-furniture,10,2021.68,view,2025-08-16T15:40:16.878218
122,60264,Women-fashion,8,291.26,view,2025-08-16T15:40:16.878255
467,16024,Desktop,10,2234.91,click,2025-08-16T15:40:16.878290
215,41091,Home-furniture,3,3105.52,click,2025-08-16T15:40:16.878327
331,67222,Home-furniture,10,1470.86,purchase,2025-08-16T15:40:16.878362
459,64821,Laptop,5,3580.13,view,2025-08-16T15:40:16.878398
88,770,Men-fashion,4,267.0,view,2025-08-16T15:40:16.878438
373,59736,Women-fashion,7,3481.8,click,2025-08-16T15:40:16.878477
100,62956,Tablet,1,1271.53,view,2025-08-16T15:40:16.878512
872,64926,Home-furniture,8,1095.31,view,2025-08-16T15:40:16.878548
664,67970,Men-fashion,5,2627.74,purchase,2025-08-16T15:40:16.878587
131,5312,Tablet,3,2089.97,click,2025-08-16T15:40:16.878626
662,83105,Women-fashion,4,3167.28,view,2025-08-16T15:40:16.878664
309,53708,Mobile-phone,7,2044.74,click,2025-08-16T15:40:16.878705
770,85306,Smart-watch,9,4379.57,purchase,2025-08-16T15:40:16.878743
344,28694,Men-fashion,8,729.73,view,2025-08-16T15:40:16.878780
492,71933,Smart-TV,8,102.9,view,2025-08-16T15:40:16.878815
414,93017,Mobile-phone,2,3549.74,purchase,2025-08-16T15:40:16.878850
806,25659,Smart-watch,7,2068.02,click,2025-08-16T15:40:16.878885
386,84479,Laptop,9,3793.02,purchase,2025-08-16T15:40:16.878920
192,18432,Kids,5,702.42,click,2025-08-16T15:40:16.878956
956,2748,Desktop,5,4289.93,click,2025-08-16T15:40:16.878997
277,59151,Smart-TV,6,1324.38,view,2025-08-16T15:40:16.879035
161,65726,Laptop,6,2029.83,click,2025-08-16T15:40:16.879124
460,84655,Women-fashion,10,3785.67,view,2025-08-16T15:40:16.879172
314,35774,Laptop,1,3931.27,view,2025-08-16T15:40:16.879208
22,67436,Kids,1,3803.66,view,2025-08-16T15:40:16.879245
253,56887,Women-fashion,7,939.99,view,2025-08-16T15:40:16.879281
748,66804,Smart-TV,4,1604.82,view,2025-08-16T15:40:16.879316
857,31552,Kids,8,4550.5,view,2025-08-16T15:40:16.879351
561,11395,Tablet,4,3568.11,purchase,2025-08-16T15:40:16.879386
475,69093,Desktop,1,4649.04,view,2025-08-16T15:40:16.879423
59,3891,Smart-TV,3,2921.7,purchase,2025-08-16T15:40:16.879459
511,41607,Tablet,5,4558.57,purchase,2025-08-16T15:40:16.879495
682,96277,Smart-watch,4,1457.87,click,2025-08-16T15:40:16.879529
476,80039,Smart-TV,7,1345.99,purchase,2025-08-16T15:40:16.879562
